Recruitment Number,Position Number,Classification,Department,Interview Date,Selection,Job Offer Date,Effective Date,Comments,Date Verification
9507186,123-008-113-007,Operations Supervisor,Research and Development,2022-06-12,Kimberly King,2022-06-24,2022-07-18,,Dates OK
9507186,123-008-113-008,Operations Supervisor,Research and Development,2022-12-13,Anthony Roberts,2023-01-04,2023-02-12,,Dates OK
1878547,123-006-126-005,Recruiter,Customer Service,2023-01-31,Emily Baker,2023-02-10,,rescinded,Dates OK
5227787,123-010-124-001,Compliance Officer,Legal,2022-05-25,Donna Nelson,2022-06-24,,rescinded,Dates OK
5227787,123-010-124-002,Compliance Officer,Legal,2023-02-06,Carol Hall,2023-02-11,,rescinded,Dates OK
2421349,123-009-110-001,Legal Advisor,Operations,2023-06-24,Isabella Rodriguez,2023-06-27,2023-08-08,new to org,Dates OK
2421349,123-009-110-002,Legal Advisor,Operations,2022-11-13,Mary White,2022-11-19,2022-12-03,new to org,Dates OK
2421349,123-009-110-003,Legal Advisor,Operations,2022-05-21,Richard Anderson,2022-05-26,2022-05-31,,Dates OK
2421349,123-009-110-004,Legal Advisor,Operations,2023-06-04,Sophia Miller,2023-06-29,,rescinded,Dates OK
9833734,123-006-102-001,Data Scientist,Customer Service,2022-06-16,Matthew Martinez,2022-06-22,,declined,Dates OK
9833734,123-006-102-002,Data Scientist,Customer Service,2022-02-14,George Lewis,2022-02-28,2022-03-24,promo,Dates OK
9833734,123-006-102-003,Data Scientist,Customer Service,2022-10-19,Mark Flores,2022-11-13,2022-12-31,promo,Dates OK
9833734,123-006-102-004,Data Scientist,Customer Service,2022-11-13,Paul Thomas,2022-12-09,2023-01-29,promo,Dates OK
9833734,123-006-102-005,Data Scientist,Customer Service,2023-03-28,Lisa Baker,2023-04-12,2023-06-01,promo,Dates OK
5727345,123-007-125-003,Security Analyst,Information Technology,2022-05-22,Isabella Gonzalez,2022-06-19,2022-07-06,promo,Dates OK
5727345,123-007-125-004,Security Analyst,Information Technology,2023-01-16,Donald Parker,2023-02-03,,declined,Dates OK
5727345,123-007-125-005,Security Analyst,Information Technology,2022-06-14,Charles Garcia,2022-06-23,2022-07-22,transfer,Dates OK
5727345,123-007-125-006,Security Analyst,Information Technology,2022-04-04,Mason Ramirez,2022-05-04,2022-05-19,promo,Dates OK
5727345,123-007-125-007,Security Analyst,Information Technology,2023-03-01,Jackson Johnson,2023-03-03,2023-03-29,new to org,Dates OK
9422281,123-004-112-001,Business Analyst,Marketing,2022-11-23,Joseph Johnson,2022-12-23,2022-12-30,new to org,Dates OK
9422281,123-004-112-002,Business Analyst,Marketing,2022-05-21,Sophia Martinez,2022-05-23,2022-06-11,new to org,Dates OK
9422281,123-004-112-003,Business Analyst,Marketing,2022-05-23,Brian Turner,2022-06-17,2022-08-02,,Dates OK
9422281,123-004-112-004,Business Analyst,Marketing,2022-01-20,Lucas Garcia,2022-01-29,2022-02-12,transfer,Dates OK
3508522,123-010-118-001,Network Engineer,Legal,2022-05-05,Jessica Martin,2022-05-07,2022-05-23,new to org,Dates OK
3508522,123-010-118-002,Network Engineer,Legal,2023-05-27,John Davis,2023-06-16,2023-07-21,,Dates OK
3508522,123-010-118-003,Network Engineer,Legal,2022-09-05,Steven Torres,2022-09-28,,declined,Dates OK
3508522,123-010-118-004,Network Engineer,Legal,2022-12-28,Margaret Smith,2023-01-05,,declined,Dates OK
3508522,123-010-118-005,Network Engineer,Legal,2022-03-29,Kevin Nelson,2022-04-15,2022-05-09,promo,Dates OK
2135470,123-009-117-001,Quality Assurance,Operations,2023-04-27,Matthew Parker,2023-04-29,2023-06-09,transfer,Dates OK
2135470,123-009-117-002,Quality Assurance,Operations,2022-01-17,Thomas Mitchell,2022-01-29,2022-03-21,new to org,Dates OK
2135470,123-009-117-003,Quality Assurance,Operations,2022-04-17,Jessica Campbell,2022-05-12,,declined,Dates OK
2135470,123-009-117-004,Quality Assurance,Operations,2022-12-27,William Williams,2023-01-14,2023-02-05,new to org,Dates OK
2135470,123-009-117-005,Quality Assurance,Operations,2023-04-21,Mason Roberts,2023-05-14,2023-06-14,promo,Dates OK
4058117,123-003-126-001,Recruiter,Engineering,2022-07-26,Robert Jackson,2022-07-28,2022-09-17,,Dates OK
4346548,123-001-129-001,Supply Chain Manager,Human Resources,2023-04-30,Isabella Wright,2023-05-09,2023-05-12,,Dates OK
4346548,123-001-129-002,Supply Chain Manager,Human Resources,2022-02-18,Charles Thompson,2022-03-18,2022-04-29,promo,Dates OK
4346548,123-001-129-003,Supply Chain Manager,Human Resources,2023-03-24,Ethan White,2023-04-22,2023-05-18,transfer,Dates OK
8377556,123-007-129-001,Supply Chain Manager,Information Technology,2023-01-12,Brian Young,2023-02-11,2023-04-04,,Dates OK
8377556,123-007-129-002,Supply Chain Manager,Information Technology,2022-03-22,George Ramirez,2022-04-05,2022-05-14,transfer,Dates OK
8377556,123-007-129-003,Supply Chain Manager,Information Technology,2022-11-25,Paul Jackson,2022-11-29,2022-12-05,promo,Dates OK
6501583,123-005-122-001,DevOps Engineer,Sales,2023-03-31,David Hall,2023-04-12,2023-05-11,,Dates OK
6501583,123-005-122-002,DevOps Engineer,Sales,2022-12-28,Logan Collins,2023-01-17,,declined,Dates OK
6501583,123-005-122-003,DevOps Engineer,Sales,2022-02-28,Kenneth Gomez,2022-03-03,2022-04-15,new to org,Dates OK
7815076,123-009-112-001,Business Analyst,Operations,2023-03-25,Mia Hill,2023-03-27,2023-04-05,promo,Dates OK
7815076,123-009-112-002,Business Analyst,Operations,2023-01-11,Deborah Adams,2023-01-23,,declined,Dates OK
7423230,123-001-119-001,Account Manager,Human Resources,2023-01-16,Mark White,2023-01-31,,declined,Dates OK
7423230,123-001-119-002,Account Manager,Human Resources,2023-02-12,Kimberly White,2023-02-23,2023-04-06,promo,Dates OK
7423230,123-001-119-003,Account Manager,Human Resources,2022-07-10,Linda Johnson,2022-07-26,,rescinded,Dates OK
7423230,123-001-119-004,Account Manager,Human Resources,2022-09-24,Thomas Roberts,2022-10-17,2022-11-15,transfer,Dates OK
7423230,123-001-119-005,Account Manager,Human Resources,2023-05-18,Michelle Jackson,2023-05-25,,rescinded,Dates OK
3057514,123-002-105-001,Financial Analyst,Finance,2022-03-31,Dorothy Lewis,2022-04-26,,declined,Dates OK
3057514,123-002-105-002,Financial Analyst,Finance,2022-03-08,Kevin Thompson,2022-03-26,2022-04-30,new to org,Dates OK
3057514,123-002-105-003,Financial Analyst,Finance,2022-06-11,Karen Diaz,2022-07-04,,rescinded,Dates OK
3057514,123-002-105-004,Financial Analyst,Finance,2023-06-05,Sophia White,2023-06-13,2023-06-21,promo,Dates OK
4371891,123-003-126-002,Recruiter,Engineering,2023-01-13,Lisa Scott,2023-01-28,2023-03-21,transfer,Dates OK
4371891,123-003-126-003,Recruiter,Engineering,2022-03-30,Michelle Cruz,2022-04-02,2022-04-22,promo,Dates OK
7680015,123-008-123-001,Data Engineer,Research and Development,2022-03-17,Isabella Torres,2022-03-22,2022-04-12,,Dates OK
7680015,123-008-123-002,Data Engineer,Research and Development,2023-06-14,Sandra Baker,2023-06-26,2023-07-05,,Dates OK
7680015,123-008-123-003,Data Engineer,Research and Development,2023-03-20,Deborah Rodriguez,2023-04-06,2023-06-04,promo,Dates OK
7680015,123-008-123-004,Data Engineer,Research and Development,2022-11-08,Kimberly Martinez,2022-11-14,2022-11-25,transfer,Dates OK
7680015,123-008-123-005,Data Engineer,Research and Development,2022-10-18,Daniel King,2022-11-15,2022-11-21,promo,Dates OK
5204459,123-009-107-001,Sales Associate,Operations,2022-04-06,Karen Flores,2022-04-23,,declined,Dates OK
5204459,123-009-107-002,Sales Associate,Operations,2022-12-12,David Nelson,2023-01-08,2023-03-09,promo,Dates OK
5204459,123-009-107-003,Sales Associate,Operations,2022-09-29,Jennifer Williams,2022-10-20,2022-11-03,transfer,Dates OK
7989166,123-001-120-001,Executive Assistant,Human Resources,2023-05-10,Carol Martin,2023-05-18,2023-07-09,new to org,Dates OK
7989166,123-001-120-002,Executive Assistant,Human Resources,2022-03-16,Karen Robinson,2022-04-08,2022-04-12,,Dates OK
7989166,123-001-120-003,Executive Assistant,Human Resources,2023-04-21,Anthony Walker,2023-04-28,,declined,Dates OK
7989166,123-001-120-004,Executive Assistant,Human Resources,2022-11-23,Christopher Parker,2022-12-17,2023-02-11,promo,Dates OK
6794356,123-003-113-001,Operations Supervisor,Engineering,2023-04-23,Christopher Thomas,2023-04-27,2023-05-15,transfer,Dates OK
6794356,123-003-113-002,Operations Supervisor,Engineering,2022-10-25,Michael Brown,2022-11-07,2023-01-02,promo,Dates OK
6794356,123-003-113-003,Operations Supervisor,Engineering,2022-06-13,Logan Edwards,2022-07-10,2022-07-31,promo,Dates OK
6246485,123-003-107-001,Sales Associate,Engineering,2022-11-12,Ashley Cruz,2022-11-28,2022-11-30,,Dates OK
6246485,123-003-107-002,Sales Associate,Engineering,2023-04-14,Betty Allen,2023-04-22,,declined,Dates OK
6246485,123-003-107-003,Sales Associate,Engineering,2022-02-21,Daniel Brown,2022-03-03,,rescinded,Dates OK
6246485,123-003-107-004,Sales Associate,Engineering,2022-01-09,Charles Wright,2022-02-06,2022-02-13,,Dates OK
8229768,123-005-105-001,Financial Analyst,Sales,2022-02-22,Robert Sanchez,2022-03-13,2022-04-18,new to org,Dates OK
8229768,123-005-105-002,Financial Analyst,Sales,2022-03-17,Emily Jackson,2022-03-30,,declined,Dates OK
8229768,123-005-105-003,Financial Analyst,Sales,2022-05-02,Isabella Flores,2022-05-07,2022-05-14,new to org,Dates OK
7608607,123-006-112-001,Business Analyst,Customer Service,2023-06-06,Richard Hill,2023-06-19,2023-07-22,promo,Dates OK
7608607,123-006-112-002,Business Analyst,Customer Service,2022-12-08,Robert Rodriguez,2023-01-03,,declined,Dates OK
7608607,123-006-112-003,Business Analyst,Customer Service,2023-06-12,Elizabeth Hill,2023-06-17,2023-07-08,,Dates OK
7608607,123-006-112-004,Business Analyst,Customer Service,2022-11-03,David Sanchez,2022-11-22,2022-12-14,new to org,Dates OK
7608607,123-006-112-005,Business Analyst,Customer Service,2022-11-03,Dorothy Torres,2022-11-19,2023-01-11,,Dates OK
1279121,123-006-112-006,Business Analyst,Customer Service,2022-01-28,Sophia Edwards,2022-02-17,2022-03-20,new to org,Dates OK
5454861,123-010-121-002,UX Designer,Legal,2023-05-07,Patricia Nguyen,2023-05-13,,declined,Dates OK
5454861,123-010-121-003,UX Designer,Legal,2022-09-06,Elizabeth Evans,2022-09-08,2022-10-15,,Dates OK
5454861,123-010-121-004,UX Designer,Legal,2023-03-28,Richard Johnson,2023-04-08,2023-05-05,transfer,Dates OK
5454861,123-010-121-005,UX Designer,Legal,2023-02-25,Brian Wilson,2023-03-14,,declined,Dates OK
5454861,123-010-121-006,UX Designer,Legal,2022-03-05,Logan Diaz,2022-03-28,2022-04-06,,Dates OK
9702060,123-009-107-004,Sales Associate,Operations,2022-11-18,Kimberly Harris,2022-11-24,2022-12-24,,Dates OK
9702060,123-009-107-005,Sales Associate,Operations,2022-09-28,Paul Thompson,2022-10-18,2022-11-18,new to org,Dates OK
9702060,123-009-107-006,Sales Associate,Operations,2022-11-02,Jessica Moore,2022-11-10,,declined,Dates OK
5993143,123-005-125-002,Security Analyst,Sales,2022-12-24,Christopher Walker,2023-01-11,2023-03-12,,Dates OK
5993143,123-005-125-003,Security Analyst,Sales,2023-01-24,Charles Davis,2023-02-22,2023-03-20,new to org,Dates OK
6790398,123-003-125-001,Security Analyst,Engineering,2022-10-06,Emily Hall,2022-10-11,,declined,Dates OK
6790398,123-003-125-002,Security Analyst,Engineering,2022-09-20,Daniel Lewis,2022-10-14,2022-11-14,transfer,Dates OK
6790398,123-003-125-003,Security Analyst,Engineering,2022-10-05,Isabella Wright,2022-11-04,,rescinded,Dates OK
2832517,123-010-120-001,Executive Assistant,Legal,2023-06-28,Kevin Edwards,2023-07-06,,declined,Dates OK
2832517,123-010-120-002,Executive Assistant,Legal,2022-12-05,Michael Clark,2022-12-28,2023-01-28,transfer,Dates OK
2686863,123-003-122-006,DevOps Engineer,Engineering,2023-05-03,Anthony Adams,2023-05-19,2023-06-30,promo,Dates OK
4346315,123-005-125-004,Security Analyst,Sales,2022-04-02,Patricia Collins,2022-04-23,,declined,Dates OK
4346315,123-005-125-005,Security Analyst,Sales,2022-06-29,Ava Collins,2022-07-13,2022-09-08,transfer,Dates OK
4346315,123-005-125-006,Security Analyst,Sales,2023-05-23,Mason Sanchez,2023-05-29,2023-07-28,transfer,Dates OK
5856449,123-001-129-004,Supply Chain Manager,Human Resources,2022-12-10,Joshua Miller,2022-12-20,,declined,Dates OK
8622712,123-009-121-001,UX Designer,Operations,2023-04-25,Mia Allen,2023-05-04,2023-05-17,promo,Dates OK
8622712,123-009-121-002,UX Designer,Operations,2023-04-15,David Campbell,2023-05-06,2023-05-23,new to org,Dates OK
8622712,123-009-121-003,UX Designer,Operations,2022-10-30,Melissa Perez,2022-11-18,2023-01-01,transfer,Dates OK
8622712,123-009-121-004,UX Designer,Operations,2023-02-20,Michelle Diaz,2023-03-19,2023-04-16,promo,Dates OK
8622712,123-009-121-005,UX Designer,Operations,2022-04-08,Betty Nelson,2022-04-14,2022-04-23,transfer,Dates OK
9010350,123-004-111-001,Product Manager,Marketing,2022-10-01,Jessica Lewis,2022-10-12,,declined,Dates OK
6065810,123-010-119-001,Account Manager,Legal,2022-08-30,Lisa Hall,2022-09-01,,declined,Dates OK
2983483,123-005-115-001,Graphic Designer,Sales,2022-10-30,Brian Davis,2022-11-11,2022-12-21,new to org,Dates OK
2983483,123-005-115-002,Graphic Designer,Sales,2022-06-06,William Walker,2022-06-21,,rescinded,Dates OK
7268384,123-009-114-001,Research Analyst,Operations,2022-03-25,Edward Thomas,2022-04-11,2022-05-10,promo,Dates OK
7268384,123-009-114-002,Research Analyst,Operations,2022-04-25,John Collins,2022-04-27,2022-06-20,new to org,Dates OK
7268384,123-009-114-003,Research Analyst,Operations,2022-06-03,Andrew Wright,2022-06-09,2022-06-30,promo,Dates OK
7268384,123-009-114-004,Research Analyst,Operations,2022-07-30,Linda Baker,2022-08-22,2022-09-29,,Dates OK
9201172,123-009-103-001,Project Manager,Operations,2023-03-02,William Allen,2023-03-17,2023-04-23,,Dates OK
9201172,123-009-103-002,Project Manager,Operations,2022-11-12,Sandra Baker,2022-12-06,,declined,Dates OK
9201172,123-009-103-003,Project Manager,Operations,2022-01-04,Thomas Evans,2022-01-28,,declined,Dates OK
9201172,123-009-103-004,Project Manager,Operations,2023-03-10,John Williams,2023-03-22,,rescinded,Dates OK
2069713,123-001-118-001,Network Engineer,Human Resources,2023-02-23,Robert Jackson,2023-03-01,2023-04-20,,Dates OK
3272119,123-007-125-008,Security Analyst,Information Technology,2023-01-22,Mark Parker,2023-02-04,2023-02-10,,Dates OK
3272119,123-007-125-009,Security Analyst,Information Technology,2022-12-23,Carol Parker,2022-12-27,2023-01-08,promo,Dates OK
3272119,123-007-125-010,Security Analyst,Information Technology,2022-08-17,Kimberly Rodriguez,2022-09-13,2022-09-14,,Dates OK
1381435,123-008-110-001,Legal Advisor,Research and Development,2022-09-11,Isabella Anderson,2022-09-26,2022-10-19,,Dates OK
1381435,123-008-110-002,Legal Advisor,Research and Development,2022-04-26,Richard Cruz,2022-04-28,,declined,Dates OK
1381435,123-008-110-003,Legal Advisor,Research and Development,2022-01-17,Michelle Roberts,2022-01-25,2022-02-08,,Dates OK
1381435,123-008-110-004,Legal Advisor,Research and Development,2023-04-03,Joshua Williams,2023-04-23,,declined,Dates OK
1381435,123-008-110-005,Legal Advisor,Research and Development,2022-02-15,Jessica Mitchell,2022-02-28,2022-03-29,transfer,Dates OK
4931560,123-004-118-006,Network Engineer,Marketing,2022-11-23,Charles Anderson,2022-12-12,,declined,Dates OK
6379867,123-005-108-001,Customer Support Rep,Sales,2022-10-09,Anthony Martin,2022-10-11,2022-11-16,promo,Dates OK
6379867,123-005-108-002,Customer Support Rep,Sales,2023-03-14,Kenneth Baker,2023-04-01,2023-05-03,promo,Dates OK
1786584,123-007-112-001,Business Analyst,Information Technology,2022-06-02,Anthony Clark,2022-06-12,,rescinded,Dates OK
1786584,123-007-112-002,Business Analyst,Information Technology,2023-04-30,Edward Wright,2023-05-08,,rescinded,Dates OK
1786584,123-007-112-003,Business Analyst,Information Technology,2022-05-28,Mia Rivera,2022-06-23,2022-07-23,new to org,Dates OK
1786584,123-007-112-004,Business Analyst,Information Technology,2023-06-27,Anthony Scott,2023-07-02,2023-07-27,,Dates OK
1786584,123-007-112-005,Business Analyst,Information Technology,2022-03-22,Susan Perez,2022-04-21,,rescinded,Dates OK
8546170,123-006-128-002,Payroll Specialist,Customer Service,2023-01-22,Patricia Moore,2023-02-13,2023-03-24,promo,Dates OK
1663497,123-002-128-001,Payroll Specialist,Finance,2022-12-07,Donald Wilson,2022-12-17,2023-02-14,promo,Dates OK
1663497,123-002-128-002,Payroll Specialist,Finance,2022-05-01,Jackson Gonzalez,2022-05-25,,declined,Dates OK
9034958,123-004-130-001,Biomedical Engineer,Marketing,2022-11-26,Ava Thomas,2022-12-21,2023-01-09,,Dates OK
9034958,123-004-130-002,Biomedical Engineer,Marketing,2023-01-04,Karen Taylor,2023-01-21,2023-03-19,new to org,Dates OK
9034958,123-004-130-003,Biomedical Engineer,Marketing,2023-04-26,Ethan Campbell,2023-05-21,2023-07-14,transfer,Dates OK
9034958,123-004-130-004,Biomedical Engineer,Marketing,2023-02-28,Lisa Lee,2023-03-02,2023-04-08,promo,Dates OK
9034958,123-004-130-005,Biomedical Engineer,Marketing,2023-03-04,Mary Taylor,2023-03-14,2023-03-24,promo,Dates OK
4291551,123-004-111-002,Product Manager,Marketing,2022-12-12,Ashley Scott,2022-12-21,2023-02-08,promo,Dates OK
4291551,123-004-111-003,Product Manager,Marketing,2022-12-27,Sandra Hernandez,2023-01-02,2023-01-11,,Dates OK
4291551,123-004-111-004,Product Manager,Marketing,2022-03-02,Barbara Collins,2022-03-19,2022-03-22,,Dates OK
4291551,123-004-111-005,Product Manager,Marketing,2022-02-19,Charlotte Evans,2022-03-16,2022-03-17,transfer,Dates OK
7918793,123-004-105-001,Financial Analyst,Marketing,2023-04-12,Susan Allen,2023-04-24,2023-04-28,transfer,Dates OK
9106820,123-008-122-002,DevOps Engineer,Research and Development,,,,,cancelled,Dates OK
7901115,123-001-101-003,Software Engineer,Human Resources,2023-03-17,Mary Allen,2023-04-12,2023-06-10,new to org,Dates OK
7901115,123-001-101-004,Software Engineer,Human Resources,2023-06-21,Ava Miller,2023-06-26,,declined,Dates OK
7901115,123-001-101-005,Software Engineer,Human Resources,2022-09-16,Michelle King,2022-10-13,,rescinded,Dates OK
7901115,123-001-101-006,Software Engineer,Human Resources,2023-02-20,Jennifer White,2023-03-07,2023-04-13,,Dates OK
7901115,123-001-101-007,Software Engineer,Human Resources,2022-11-04,Brian Anderson,2022-11-26,,rescinded,Dates OK
2352527,123-001-121-001,UX Designer,Human Resources,2022-02-27,Emily Walker,2022-03-20,2022-03-21,,Dates OK
3875339,123-008-103-002,Project Manager,Research and Development,2022-04-08,Andrew Diaz,2022-05-07,2022-06-10,new to org,Dates OK
3875339,123-008-103-003,Project Manager,Research and Development,2023-05-02,Susan Edwards,2023-05-11,2023-05-14,promo,Dates OK
3875339,123-008-103-004,Project Manager,Research and Development,2022-02-03,Lucas Wright,2022-02-09,2022-04-10,new to org,Dates OK
3875339,123-008-103-005,Project Manager,Research and Development,2022-05-28,Susan Nguyen,2022-06-22,2022-08-14,transfer,Dates OK
7682298,123-002-130-004,Biomedical Engineer,Finance,2023-02-03,Jessica Torres,2023-02-25,,declined,Dates OK
